"Date","Adobe","Amazon","AMD","Apple","CISCO","GE","Google","IBM","Intel","META","MSFT","NTFX","NVDIA","PLNTR","PayPal","Qual","SlsFrc","StarB","TESLA","Zoom"
2022-04-11,434.44,151.12,97.37,165.75,52.88,57.85,128.82,126.37,46.57,216.46,285.26,348,21.92,12.66,109.81,135.36,195.45,80.68,325.31,109.05
2022-04-08,445.34,154.46,101,170.09,54.28,57.89,133.29,127.73,47.02,222.33,296.97,355.88,23.12,12.7,111.21,136.69,197.17,81.52,341.83,110.9
2022-04-07,452.72,157.78,103.72,172.14,54.63,57.71,135.89,128.55,47.56,222.95,301.37,362.15,24.21,12.84,113.04,139.22,200.16,83.12,352.42,114.32
2022-04-06,444.33,158.76,103.67,171.83,54.37,58,136.55,129.39,47.54,223.3,299.5,368.35,24.41,13,112.49,139.28,200.82,83.36,348.59,116.09
2022-04-05,458.58,164.06,106.82,175.06,54.92,58.13,140.59,128.89,48.13,231.84,310.88,380.15,25.93,13.89,117.65,145.46,210.14,84.12,363.75,122.02
2022-04-04,468.81,168.35,110.53,178.44,55.87,59.36,142.97,130.27,49.2,233.89,314.97,391.5,27.36,14.63,121.86,153.81,218.85,88.09,381.82,124.28
2022-04-01,458.19,163.56,108.19,174.31,55.66,59.67,140.15,130.15,48.11,224.85,309.42,373.47,26.71,13.83,116.67,146.99,212.25,91.49,361.53,118.02
2022-03-31,455.62,163,109.34,174.61,55.76,59.03,139.07,130.02,49.56,222.36,308.31,374.59,27.29,13.73,115.65,152.82,212.32,90.97,359.2,117.23
2022-03-30,460.06,166.3,119.22,177.77,56.05,61.02,141.94,132.13,51.43,227.85,313.86,381.47,27.69,13.88,118.49,152.73,214.94,91.03,364.66,122.39
2022-03-29,466.33,169.32,123.23,178.96,55.67,61.06,142.51,131.94,52.25,229.86,315.41,391.82,28.66,14.2,121.18,161.07,221.29,91.23,366.52,126.26
2022-03-28,450.01,168.99,120.24,175.6,55.14,59.35,141.46,131.47,51.51,223.59,310.7,378.51,28.22,13.42,116.17,158.45,215.28,88.38,363.95,117.45
2022-03-25,431.62,164.77,119.67,174.72,54.97,60.65,141.67,131.35,51.83,221.82,303.68,373.85,27.69,12.97,113.76,157.97,211.03,87.45,336.88,113.93
2022-03-24,432.14,163.65,120.53,174.07,54.5,60.72,141.57,129.25,51.62,219.57,304.1,375.71,28.15,13.39,116.05,158.46,213.98,87.12,337.97,117.75
2022-03-23,422.9,163.41,113.92,170.21,54.48,60.45,138.28,128.3,48.27,213.46,299.49,374.49,25.63,13.18,114.65,152.87,211.11,86.22,333.04,116.81
2022-03-22,466.45,164.89,114.78,168.82,56.17,61.22,139.87,129.06,48.39,216.65,304.06,382.92,26.52,13.27,117.87,157.61,218.21,87.89,331.33,119.8
2022-03-21,453.59,161.49,115.92,165.38,56,61.17,136.1,128.1,47.39,211.49,299.16,374.59,26.73,12.59,114.65,155.59,213.72,86.86,307.05,116.87
2022-03-18,453.33,161.25,113.46,163.98,55.97,61.67,136.13,128.76,47.45,216.49,300.43,380.6,26.45,12.82,118.77,153.99,218.8,89.6,301.8,116.28
2022-03-17,444.36,157.24,111.69,160.62,56.17,61.63,133.84,127.96,47.14,207.84,295.22,371.4,24.77,12.32,112.16,152.83,210.41,87.66,290.53,111.29
2022-03-16,442.36,153.1,115.37,159.59,55.81,61.09,133.28,127.04,46.63,203.63,294.39,357.53,24.5,11.79,107.92,150.45,205.57,87.41,280.08,106.84
2022-03-15,421.66,147.37,109.33,155.09,55.6,59.58,129.2,125.64,44.81,192.03,287.15,343.75,22.97,10.77,100.46,144.21,196.14,83.12,267.3,98.97
2022-03-14,411.5,141.85,102.25,150.62,54.3,59.64,125.95,123.94,44.4,186.63,276.44,331.01,21.33,10.5,96.87,141.29,193.12,79.29,255.46,94.64
2022-03-11,416.38,145.52,104.29,154.73,54.69,59.53,129.87,123.96,45.83,187.61,280.07,340.32,22.1,11.39,96.57,152.34,197.9,82.73,265.12,98.12
2022-03-10,438.95,146.82,106.46,158.52,54.71,58.92,132.43,124.35,46.66,195.21,285.59,356.77,22.66,11.87,98.55,154.71,200.15,87.16,279.43,103.33
2022-03-09,450.87,139.28,111.05,162.95,55.92,58.87,133.42,126.22,47.63,198.5,288.5,358.79,23.01,11.65,100.22,157.11,203.16,87.6,286.32,109.08
2022-03-08,431.53,136.01,105.53,157.44,54.4,56.87,127.1,125.68,47.5,190.29,275.85,341.76,21.51,11.04,94.9,150.76,192.08,84,274.8,108.49
2022-03-07,437.97,137.45,102.95,159.3,55.59,55.08,126.38,126.07,47.68,187.47,278.91,350.26,21.35,11.11,93.61,150.1,196.23,84.46,268.19,107.88
2022-03-04,452.13,145.64,108.41,163.17,56.51,57.51,131.91,126.62,48.07,200.06,289.86,361.73,22.94,10.96,99.91,162.26,203.01,90.03,279.43,108.94
2022-03-03,459.08,147.9,111.98,166.23,56.07,59.64,133.9,125.93,47.93,202.97,295.92,368.07,23.71,11.34,101.34,165.35,204.75,91.53,279.76,113.11
2022-03-02,471.18,152.05,118.28,166.56,56.15,60.74,134.57,123.86,48.87,208.11,300.19,380.03,24.22,12.06,106.61,169.25,210.39,92.77,293.3,121.61
2022-03-01,466.68,151.14,113.83,163.2,54.62,59.56,134.06,121.35,46.82,203.49,294.95,386.24,23.48,12.18,106.51,163.69,208.89,90.14,288.12,122.78
2022-02-28,467.68,153.56,123.34,165.12,55.77,61.62,135.06,122.51,47.7,211.03,298.79,394.52,24.39,11.85,111.93,171.99,210.53,91.79,290.14,132.6
2022-02-25,465.54,153.79,121.06,164.85,56.04,62.17,134.46,124.18,47.71,210.48,297.31,390.8,24.16,11.47,110.94,170.93,208.09,92.58,269.96,125.32
2022-02-24,463.82,151.36,116.61,162.74,54.73,59.7,132.69,121.97,46.72,207.6,294.59,390.03,23.75,11.83,105.02,167.98,204.29,91.01,266.92,126.97
2022-02-23,429.45,144.83,109.76,160.07,54.44,59.77,127.59,122.07,44.65,198.45,280.27,367.46,22.39,10.43,100.72,161.62,190.54,89.65,254.68,120.1
2022-02-22,438.4,150.2,115.65,164.32,56.3,60.74,129.81,123.92,44.69,202.08,287.72,377.38,23.39,10.48,103.17,165.89,195.13,93.11,273.84,126.61
2022-02-18,442.56,152.6,113.83,167.3,57.21,59.8,130.4,124.35,45.04,206.16,287.93,391.29,23.64,11.02,103.65,167.64,196.84,93.34,285.66,126.96
2022-02-17,457.71,154.65,112.37,168.88,55.77,63.52,132.54,124.97,47.57,207.71,290.73,386.67,24.51,11.77,105.2,166.8,200.03,93.05,292.12,129.38
2022-02-16,477.7,158.1,117.69,172.55,54.25,65.42,137.74,129.18,48.23,216.54,299.5,398.08,26.51,13.97,110.54,172.6,211.74,95.18,307.8,138.51
2022-02-15,479.5,156.51,121.47,172.79,54.27,65.11,136.61,129.94,48.44,221,300.47,407.46,26.5,14.17,115.46,173,214.25,94.51,307.48,146.9
2022-02-14,474.01,155.17,114.27,168.88,53.18,62.32,135.53,130.15,47.58,217.7,295,396.57,24.27,13.26,114.12,165.13,206.4,93.65,291.92,142.09
2022-02-11,473.97,153.29,113.18,168.64,53.9,62.47,134.28,132.69,47.63,219.55,295.04,391.31,23.95,13.13,115.29,164.64,207.9,93.73,286.67,141.24
2022-02-10,495.02,159,125.77,172.12,54.87,63.73,138.62,133.52,48.86,228.07,302.38,406.27,25.82,13.56,119.02,174.07,217.67,95.31,301.52,145.72
2022-02-09,521.75,161.19,132.85,176.28,56.29,64.03,141.59,137.79,49.91,232,311.21,412.89,26.71,13.87,122.94,183.95,222.04,97.13,310.67,149.6
2022-02-08,511.31,161.41,128.23,174.83,55.34,64.07,139.4,137.02,48.81,220.18,304.56,403.53,25.11,13.15,120.26,178.59,217.43,94.92,307.33,142.69
2022-02-07,507.1,157.94,123.67,171.66,55.17,64.45,139.2,137.24,48.18,224.91,300.95,402.1,24.73,12.98,121.41,175.09,216.97,95.19,302.45,141.44
2022-02-04,513.54,157.64,123.6,172.39,55.15,63.87,143.29,137.15,48.01,237.09,305.94,410.17,24.32,12.94,126.08,179.47,219.23,95,307.77,144.1
2022-02-03,510.83,138.85,120.08,172.9,55.2,63.43,143.09,137.78,48.28,237.76,301.25,405.6,23.95,12.45,124.3,179.1,212.77,95.94,297.05,137.94
2022-02-02,533.09,150.61,122.76,175.84,56.17,63.25,148,137.25,49.51,323,313.46,429.48,25.24,13.32,132.57,188.2,225.01,97.73,301.89,148.11
2022-02-01,535.98,151.19,116.78,174.61,55.37,63.19,137.64,135.53,48.95,319,308.76,457.13,24.64,14.2,175.8,177.13,232.12,98.76,310.42,155.68
2022-01-31,534.3,149.57,114.25,174.78,55.67,60.95,135.3,133.57,48.82,313.26,310.98,427.14,24.49,13.71,171.94,175.76,232.63,98.32,312.24,154.28
2022-01-28,518.16,143.98,105.24,170.33,55.61,59.42,133.35,134.5,47.73,301.71,308.26,384.36,22.84,12.71,163.52,166.81,222.13,97.21,282.12,143.81
2022-01-27,493.05,139.64,102.6,159.22,54.62,58,129.01,132.52,48.05,294.64,299.84,386.7,21.94,12.28,158.11,161.2,212.74,95.32,276.37,136.81
2022-01-26,500.81,138.87,110.71,159.69,55.33,57.62,129.23,134.26,51.69,294.63,296.71,359.7,22.77,12.75,156.98,167,211,95.58,312.47,140.33
2022-01-25,502.72,139.99,111.13,159.78,56.11,58.78,126.94,136.1,51,300.15,288.49,366.42,22.32,13.06,158.2,165.45,215.39,97.01,306.13,145.89
2022-01-24,519.66,144.54,116.53,161.62,56.9,62.52,130.8,128.82,51.94,308.71,296.37,387.15,23.37,13.4,162.17,170.07,223.03,98.1,310,152.95
2022-01-21,499.91,142.64,118.81,162.41,56.68,62.13,130.35,129.35,52.04,303.17,296.03,397.5,23.37,13.53,163.54,164.93,218.63,96.31,314.63,147.66
2022-01-20,510.85,151.67,121.89,164.51,58.08,63.38,133.31,130.82,52.04,316.56,301.6,508.25,24.15,14.62,173.28,166.5,222.94,95.72,332.09,155.81
2022-01-19,516.58,156.3,128.27,166.23,58.9,64.91,135.12,131.58,53.62,319.59,303.33,515.86,25.07,14.56,173.55,172.47,226.27,96.87,331.88,157.23
2022-01-18,513.34,158.92,131.93,169.8,59.73,66.38,136,132.94,54.76,318.15,302.65,510.8,25.9,14.97,174.46,178.86,226.06,97.73,343.5,157.7
2022-01-14,520.6,162.14,136.88,173.07,61.36,66.55,139.48,134.21,55.7,331.9,310.2,525.69,26.94,16.01,178.42,188.69,231.23,100.12,349.87,159.72
2022-01-13,516.9,161.21,132.74,172.19,61.5,66.1,138.59,134.76,54.94,326.48,304.8,519.2,26.58,16.01,181.01,183.89,228.63,102.4,343.85,162.1
2022-01-12,532.37,165.21,137.47,175.53,62.12,65.96,141.43,133.59,55.74,333.26,318.27,537.22,28,16.72,187.2,186.42,237.83,103.87,368.74,170.65
2022-01-11,529.89,165.36,137.31,175.08,62.37,65.67,139.74,132.87,55.91,334.37,314.98,540.84,27.82,16.89,191.52,185.4,234.84,104.04,354.8,175.97
2022-01-10,525.83,161.49,132,172.19,61.82,64.14,138.67,135.03,55.21,328.07,314.27,539.85,27.4,16.5,182.95,179.68,229.63,106.03,352.71,172.56
2022-01-07,510.7,162.55,132,172.17,61.13,65.42,137.02,134.83,53.44,331.79,314.04,541.06,27.25,16.56,187.6,180.41,228.31,107.57,342.32,171.6
2022-01-06,514.12,163.25,136.23,172,60.92,64.48,137.75,135.34,54.01,332.46,313.88,553.29,28.18,16.74,192.27,185.95,229.15,111.14,354.9,176.33
2022-01-05,514.43,164.36,136.15,174.92,60.28,64.11,137.78,138.22,53.87,324.17,316.38,567.52,27.6,16.96,187.16,186.5,227.67,110.44,362.71,174.88
2022-01-04,554,167.52,144.42,179.7,61.25,64.11,144.4,138.02,53.14,336.53,329.01,591.15,29.29,18.17,191.14,187.23,248.23,114.24,383.2,179.85
2022-01-03,564.37,170.4,150.24,182.01,63.16,62.09,144.99,136.04,53.21,338.54,334.75,597.37,30.12,18.53,194.94,186.21,255.46,116.68,399.93,184.26
2021-12-31,567.06,166.72,143.9,177.57,63.37,60.94,144.85,133.66,51.5,336.35,336.32,602.44,29.41,18.21,188.58,182.87,254.13,116.97,352.26,183.91
2021-12-30,570.53,168.64,145.15,178.2,63.62,61.09,146.2,133.91,51.74,344.36,339.32,612.09,29.59,18.69,191.88,182.73,255.33,116.24,356.78,190.52
2021-12-29,569.29,169.2,148.26,179.38,63.96,61.15,146.66,133.35,51.83,342.94,341.95,610.54,30,18.17,189.97,186.2,254.54,116.38,362.06,181.81
2021-12-28,569.36,170.66,153.15,179.29,63.53,61.48,146.69,132.63,51.76,346.22,341.25,610.71,30.32,18.57,190.1,184.82,255.45,115.57,362.82,183.77
2021-12-27,577.68,169.67,154.36,180.33,63.42,61.04,147.91,131.62,51.94,346.18,342.45,613.12,30.95,18.94,192.01,186.33,258.3,114.22,364.65,187.44
2021-12-23,569.62,171.07,146.14,176.28,62.28,60.64,146.92,130.63,51.31,335.24,334.69,614.09,29.64,18.93,192.01,182.74,253.14,112.37,355.67,191.65
2021-12-22,563.98,171.04,143.88,175.64,61.53,60.04,146.42,129.75,50.97,330.45,333.2,614.24,29.4,18.88,191.68,181.38,252.8,111.74,336.29,193.13
2021-12-21,557.52,170.42,144.25,172.99,61.03,60.04,143.47,128.97,50.77,334.2,327.29,604.92,29.08,18.9,189.14,179.58,252.55,110.37,312.84,199.42
2021-12-20,549.77,167.08,135.8,169.75,60.36,58.05,141.61,127.06,49.6,325.45,319.91,593.74,27.72,17.96,182.68,176.67,247.21,108.09,299.98,197.97
2021-12-17,556.64,170.02,137.75,171.14,60.46,59,141.73,127.4,50.62,333.79,323.8,586.73,27.8,19.06,186.2,176.8,252.93,108.63,310.86,199.74
2021-12-16,566.09,168.87,138.64,172.26,60.31,59.69,144.45,125.93,50.83,334.9,324.9,591.06,28.39,18.34,188.75,178.15,253.12,113.59,308.97,182.4
2021-12-15,630.33,173.32,146.5,179.3,59.93,59.4,146.44,123.11,50.67,341.66,334.65,605.04,30.46,18.86,190.66,189.28,260.04,114.68,325.33,183.73
2021-12-14,614.86,169.09,135.6,174.33,57.77,59.42,143.91,123.76,49.7,333.74,328.34,597.99,28.34,18.64,186.8,181.98,255.59,114.71,319.5,181.94
2021-12-13,658.3,169.57,133.8,175.74,58.61,60.08,145.83,122.58,50,334.49,339.4,604.56,28.16,18.4,186.38,183.32,265.76,115.56,322.14,184.57
2021-12-10,654.45,172.21,138.55,179.45,59.25,62.54,148,124.09,50.59,329.75,342.54,611.66,30.2,18.94,188.51,183.88,266.03,116.73,339.01,185.25
2021-12-09,632.57,174.17,138.1,174.56,57.55,63.11,147.64,123.57,50.48,329.82,333.1,611,30.49,19.21,191.75,182.26,264.32,115.35,334.6,188.27
2021-12-08,653.1,176.16,145.24,175.08,57.02,63.4,148.19,123.02,51.75,330.56,334.97,628.08,31.83,19.82,197.35,182.63,266.31,116.25,356.32,194.86
2021-12-07,649.96,176.16,144.85,171.18,58.08,62.93,147.27,121.58,52.57,322.81,334.92,625.58,32.43,19.46,191.02,183.72,266.99,116.26,350.58,189.06
2021-12-06,622.04,171.37,139.06,165.32,56.96,61.94,143.16,119.91,50.99,317.87,326.19,612.69,30.04,18.8,184.86,175.45,258.75,113.36,336.34,185.84
2021-12-03,616.53,169.49,144.01,161.84,56.23,59.85,142,118.84,49.25,306.84,323.01,602.13,30.69,18.98,183.93,176.51,258.32,111.24,338.32,183.92
2021-12-02,671.88,171.87,150.68,163.76,56.15,61.43,142.97,116.9,49.5,310.39,329.49,616.47,32.13,19.69,187.15,177.03,261.2,111.42,361.53,191.75
2021-12-01,657.41,172.19,149.11,164.77,55.03,60,141.05,116.92,48.6,310.6,330.08,617.77,31.44,19.38,179.32,175.63,251.5,108.66,365,197.71
2021-11-30,669.85,175.35,158.37,165.3,54.84,61.28,141.9,117.1,49.2,324.46,330.59,641.9,32.68,20.65,184.89,180.56,284.96,109.64,381.59,211.41
2021-11-29,687.49,178.08,161.91,160.24,55.76,63.48,145.53,118.5,50,338.03,336.63,663.84,33.38,21.07,187.24,183.74,296.74,110.73,379,218.98
2021-11-26,662.1,175.23,154.81,156.81,54.67,63.12,142.18,115.81,48.78,333.12,329.68,665.64,31.5,21.03,187.79,175.74,284.21,110.66,360.64,220.21
2021-11-24,668.32,179.02,157.8,161.94,55.54,65.95,146.12,116.73,49.76,341.06,337.91,658.29,32.67,21.11,188.71,180.71,289.17,113.97,372,208.3
2021-11-23,665.16,179,149.92,161.41,55.3,65.85,145.78,116.79,49.1,337.25,337.68,654.06,31.75,20.59,188.05,180.94,291.42,113.58,369.68,206.64
2021-11-22,673.57,178.63,152.52,161.02,54.6,65.18,146.3,116.47,49.83,341.01,339.83,659.2,31.96,20.65,189.48,181.4,296.84,111.45,385.62,242.28
2021-11-19,688.37,183.83,155.41,160.55,53.25,64.49,148.93,116.05,49.52,345.3,343.11,678.8,32.99,21.41,193.61,185,301.17,110.78,379.02,251.3
2021-11-18,670.96,184.8,155.02,157.87,53.63,64.94,149.84,116.66,49.68,338.69,341.27,682.02,31.68,21.5,200.5,186.32,302.99,112.9,365.46,255.75
2021-11-17,670.67,177.45,151.34,153.49,56.76,65.8,148.05,118.06,50.23,340.77,339.12,691.69,29.26,22.49,206.27,183.54,308.02,112.52,363,263.71
2021-11-16,671.03,177.04,152.45,151,57,66.67,147.88,118.46,50.61,342.96,339.51,687.4,30.2,23.13,215.67,181.81,307.09,112.23,351.58,264.49
2021-11-15,659.73,177.28,146.49,150,57.27,68.82,148.45,118.87,50.32,347.56,336.07,679.33,30.03,23.41,212.54,168.51,305.49,111.87,337.8,263.71
2021-11-12,657.6,176.26,147.89,149.99,56.82,69.41,148.68,118.96,50.31,340.89,336.72,682.61,30.39,22.83,208.3,164.94,306.65,111.72,344.47,254.97
2021-11-11,643.17,173.63,146.01,147.87,56.76,69.03,145.77,120.27,50.53,327.74,332.43,657.58,30.39,22.99,202.03,164.42,302.98,111.44,354.5,247.6
2021-11-10,647.5,174.1,139.87,147.92,57.77,70.29,145.89,120.22,50.76,327.64,330.8,646.91,29.46,22.52,204.64,159.8,299.67,113.25,355.98,251.26
2021-11-09,667.92,178.81,148.92,150.81,57.44,71.8,148.92,120.85,51.2,335.37,335.95,655.99,30.66,24.25,205.42,166.74,309.71,114.13,341.17,258.4
2021-11-08,666.02,174.45,150.16,150.44,57,69.94,149.03,124.54,51.55,338.62,336.99,651.45,30.8,26.75,229.42,165.85,309.96,115.16,387.65,259.9
2021-11-05,662.72,175.95,136.34,151.28,57.07,70.15,148.85,123.61,50.92,341.13,336.06,645.72,29.75,26,225.78,163.03,307.25,116.91,407.36,264.7
2021-11-04,674.08,173.85,137.5,150.96,57.12,67.87,148.27,120.85,50.31,335.85,336.44,668.4,29.8,26.47,228.22,156.11,308.04,112.16,409.97,282.2
2021-11-03,655.18,169.2,130.53,151.49,57.65,68.36,146.6,123.05,50.39,331.62,334,688.29,26.6,26.12,230.38,138.48,302.89,112.61,404.62,285.66
2021-11-02,640.4,165.64,127.63,150.02,57.62,68.83,145.43,122.13,49.86,328.08,333.13,677.72,26.4,25.92,229.46,135.23,302.95,111.45,390.67,280.29
2021-11-01,640.2,165.91,125.23,148.96,56.1,68.53,143.5,122.23,49.55,329.98,329.37,681.17,25.83,26.56,231.28,134.81,302.76,109.8,402.86,278.94
2021-10-29,650.36,168.62,120.23,149.8,55.97,67.65,148.05,121.09,49,323.57,331.62,690.31,25.57,25.88,232.59,133.04,299.69,106.07,371.33,274.65
2021-10-28,639.28,172.33,121.16,152.57,56.24,67.91,145.85,121.8,48.08,316.92,324.35,674.05,24.94,25.64,236.83,133.69,298.38,113.2,359.01,276.58
2021-10-27,640.08,169.62,122.28,148.85,56.18,67,146.22,121.15,47.89,312.22,323.17,662.92,24.45,25.06,234.94,131.2,295.15,113.51,345.95,272.81
2021-10-26,642.5,168.8,122.93,149.32,55.81,69.31,139.31,123.05,48.28,315.81,310.11,668.52,24.72,25.52,243,131.94,295.11,114.92,339.48,278.7
2021-10-25,646.97,166.02,122.36,148.64,55.14,67.93,137.45,123.54,49.41,328.69,308.13,671.66,23.17,25.41,246.88,131.93,293.92,114.71,341.62,279.79
2021-10-22,643.58,166.78,119.82,148.69,55.11,67.12,137.57,123.78,49.46,324.61,309.16,664.78,22.73,24.43,240.4,131.62,292.56,114.55,303.23,277.58
2021-10-21,638.66,171.75,119.33,149.48,55.69,66.54,141.89,124.21,56,341.88,310.76,653.16,22.69,24.78,243.21,133.05,289.81,114.44,298,274.78
2021-10-20,632.37,170.75,116.39,149.26,56.2,68.38,141.77,137.35,55.37,340.78,307.41,625.14,22.1,24.22,258.36,132.16,290.09,113.86,288.6,275.71
2021-10-19,636.07,172.21,116.33,148.76,55.74,67.56,143.24,137.42,55.21,339.99,308.23,639,22.29,24.69,271.7,132.5,292.34,113.49,288.09,276.4
2021-10-18,622.83,172.34,116.43,146.55,55.19,67.17,142.78,137.75,54.47,335.34,307.29,637.97,22.22,24.26,270.33,130.12,291.7,113.37,290.04,274.23
2021-10-15,610.09,170.45,112.12,144.84,55.25,67.36,141.37,139.97,54.46,324.76,304.21,628.29,21.86,24,268.35,130.2,291.66,111.45,281.01,266.32
2021-10-14,607.51,164.99,111.99,143.76,55.65,66.28,141.15,138.79,53.9,328.53,302.75,633.8,21.75,24.35,266.45,128.66,290.02,111.87,272.77,267.01
2021-10-13,591.12,164.21,109.16,140.91,54.62,66.03,137.58,136.24,52.26,324.54,296.31,629.76,20.94,24.13,256.36,125.04,284.41,110.76,270.36,266.24
2021-10-12,580.69,162.37,105.04,141.51,54.28,66.27,136.45,135.96,52.17,323.77,292.88,624.94,20.67,23.69,255.85,122.95,279,111,268.57,255.49
2021-10-11,573.07,162.32,104.68,142.81,54.93,67.14,138.91,137.86,53.44,325.45,294.23,627.04,20.7,23.53,255.05,124.94,273.75,110.94,263.98,253.97
2021-10-08,576.86,164.43,105.06,142.9,55.08,67.56,139.79,138.62,53.81,330.05,294.85,632.66,20.83,23.5,260.06,126.55,272.48,111.22,261.83,255.05
2021-10-07,578.96,165.12,106.45,143.29,55.02,68.07,139.23,137.26,54.18,329.22,294.85,631.85,21.08,23.73,263.54,127.84,274.58,112.21,264.54,256.27
2021-10-06,570.31,163.1,103.64,142,53.94,67.31,137.57,137.79,53.98,333.64,293.11,639.1,20.7,23.58,264.06,128.06,275.27,111.64,260.92,253.65
2021-10-05,566.7,161.05,101.81,141.11,54.69,67.67,136.02,138.56,53.95,332.96,288.76,634.81,20.45,23.21,260.15,127.53,271.77,110.85,260.2,257.12
2021-10-04,558.49,159.49,100.34,139.14,54.23,67.67,133.66,139.49,53.47,326.23,283.11,603.35,19.73,23.17,255.01,126.68,270.86,111.46,260.51,259.58
2021-10-01,577.47,164.16,102.45,142.65,55.14,68.27,136.54,138.72,53.86,343.01,289.1,613.15,20.74,24.33,264.65,128.71,275.26,112.92,258.41,267.51
2021-09-30,575.72,164.25,102.9,141.5,54.43,66.47,133.68,134.47,53.28,339.39,281.92,610.34,20.72,24.04,260.21,128.98,271.22,110.31,258.49,261.5
2021-09-29,577.7,165.06,100.35,142.83,55.48,68.56,134.35,134.71,53.49,339.61,284,599.06,20.52,24.52,259,129.28,270.5,112.17,260.44,257.41
2021-09-28,578.77,165.8,101.52,141.91,55.52,68.21,135.83,133.06,54,340.65,283.52,583.85,20.7,25.34,262.19,129.9,272.28,111.71,259.19,261.89
2021-09-27,603.65,170.29,108.16,145.37,56.22,67.96,141.07,134.11,54.66,353.58,294.17,592.64,21.66,27.47,273.39,133.48,279.68,113.68,263.79,272.88
2021-09-24,622.71,171.28,105.8,146.92,56.73,66.96,142.22,133.08,54.22,352.96,299.35,592.39,22.08,28.56,278.11,133.88,285.63,114.11,258.13,272.36
2021-09-23,630.84,170.8,106.15,146.83,56.69,66.42,141.22,132.34,54.03,345.96,299.56,593.26,22.48,28.77,279.1,133.91,277.86,114.14,251.21,276.19
2021-09-22,626.08,169,104.38,145.85,55.52,63.57,140.28,130.31,53.5,343.21,298.58,590.65,21.94,27.43,272.34,133.01,259.17,113.07,250.65,277.95
2021-09-21,645.89,167.18,102.82,143.43,55.26,62.46,139.03,128.7,52.87,357.48,294.8,573.14,21.25,26.62,269.49,131.75,257.97,112.22,246.46,278.24
2021-09-20,641.29,167.79,101.55,142.94,55.89,64.39,138.72,130,52.98,355.7,294.3,575.43,21.11,26.55,269.91,132.76,258.22,111.82,243.39,280.67
2021-09-17,654.48,173.13,103.88,146.06,56.85,64.82,140.8,130.89,54.26,364.72,299.87,589.35,21.9,28.71,276.34,133.6,260.53,113.41,253.16,287.68
2021-09-16,665.11,174.41,106.22,148.79,57.33,65.38,143.61,132.05,54.83,373.06,305.22,586.5,22.24,28.63,282.97,138.4,260.36,114.67,252.33,278.22
2021-09-15,661.08,173.79,105.6,149.03,57.56,65.91,144.43,132.8,55.12,373.92,304.82,582.87,22.34,27.08,282.43,138.24,256.16,114.64,251.94,279.12
2021-09-14,645.01,172.5,105.73,148.12,57.87,64.76,142.54,131.85,54.52,376.53,299.79,577.76,22.24,26.26,282.24,141.14,254.37,118.86,248.16,281.44
2021-09-13,645.15,172.86,104.8,149.55,58.1,67.39,142.33,133.72,54.99,376.51,296.99,589.29,22.15,25.83,280.49,143.41,254.11,119.18,247.67,290.24
2021-09-10,658.94,173.46,105.2,148.97,57.89,65.8,140.88,132.62,53.84,378.69,295.71,598.72,22.48,26.28,284.32,142.68,257.2,119.34,245.42,301.5
2021-09-09,661.68,174.21,106.15,154.07,58.6,66.63,143.54,133.32,53.4,378,297.25,597.54,22.18,26.13,286.88,141.58,260.74,118.79,251.62,295.86
2021-09-08,663.22,176.28,106.17,155.11,58.68,66.18,143.69,134.22,53.57,377.57,300.21,606.05,22.34,25.58,285.23,142.52,262.62,118.04,251.29,293.6
2021-09-07,661.39,175.46,109.15,156.69,58.88,66.63,144.28,133.63,53.65,382.18,300.18,606.71,22.66,26.7,293.26,143.75,265.21,115.79,250.97,299.96
2021-09-03,666.59,173.9,109.92,154.3,59.42,67.58,143.74,135.1,53.51,376.26,301.14,590.53,22.84,26.64,289.13,144.63,267.08,117.19,244.52,298.29
2021-09-02,664.64,173.16,109.2,153.65,59.53,68.55,143.29,135.52,53.73,375.28,301.15,588.55,22.4,26.51,285.53,145.12,264.15,117.37,244.13,295.09
2021-09-01,665.89,173.95,109.99,152.51,59.04,66.87,145.22,134.83,53.67,382.05,301.83,582.07,22.44,26.2,286.75,146.45,268.32,117.45,244.7,290.86
2021-08-31,663.7,173.54,110.72,151.83,59.02,68,144.7,135.84,54.06,379.38,301.88,569.19,22.39,26.34,288.66,146.69,265.27,117.49,245.24,289.5
2021-08-30,665.99,171.08,111.32,153.12,59.13,67.86,144.59,134.51,53.94,380.66,303.59,566.18,22.69,25.76,288.47,145.94,264.97,115.61,243.64,347.5
2021-08-27,658.52,167.48,111.4,148.6,59.02,68.44,144,134.94,53.89,372.63,299.72,558.92,22.64,25.71,278.33,144.85,266.53,115.12,237.31,340.81
2021-08-26,652.39,165.8,107.27,147.54,59.2,66.69,141.44,134.33,53.13,364.38,299.09,550.12,22.07,24.87,273.62,142.38,267.79,114.32,233.72,340.63
2021-08-25,656.8,164.96,108.3,148.36,59.35,67.54,142.08,135.37,53.81,368.39,302.01,547.58,22.21,24.35,277.69,143.87,260.85,115.57,237.07,337.74
2021-08-24,657.24,165.29,107.65,149.62,59.32,66.62,141.26,135.35,53.81,365.51,302.62,553.41,21.79,25.1,279.51,144.46,259.66,115.08,236.16,340.25
2021-08-23,656.86,163.29,108.77,149.71,58.54,65.14,140.04,135.14,53.23,363.35,304.65,553.33,21.96,24.82,276.98,144.14,260.52,115.15,235.43,341.3
